2026/08/10 14:18:13.149, 0, 32, 0, 120, 186.13, Not Active, 0
2026/08/10 14:18:13.161, 1, 32, 0, 120, 190.55, Not Active, 0
2026/08/10 14:18:13.171, 2, 43, 0, 120, 198.13, Not Active, 1172971561
2026/08/10 14:18:13.182, 3, 46, 0, 120, 196.23, Not Active, 1396199084
2026/08/10 14:18:13.195, 4, 32, 0, 120, 189.47, Not Active, 0
2026/08/10 14:18:13.205, 5, 31, 0, 120, 189.36, Not Active, 0
2026/08/10 14:18:13.214, 6, 43, 0, 120, 197.14, Not Active, 644693151
2026/08/10 14:18:13.224, 7, 41, 0, 120, 194.26, Not Active, 428201171
2026/08/10 14:18:18.234, 0, 32, 0, 120, 186.32, Not Active, 0
2026/08/10 14:18:18.235, 1, 32, 0, 120, 190.55, Not Active, 0
2026/08/10 14:18:18.237, 2, 43, 0, 120, 198.16, Not Active, 1172971561
2026/08/10 14:18:18.238, 3, 46, 0, 120, 196.12, Not Active, 1396199084
2026/08/10 14:18:18.240, 4, 32, 0, 120, 189.47, Not Active, 0
2026/08/10 14:18:18.241, 5, 31, 0, 120, 189.36, Not Active, 0
2026/08/10 14:18:18.242, 6, 43, 0, 120, 197.15, Not Active, 644693151
2026/08/10 14:18:18.244, 7, 41, 0, 120, 195.25, Not Active, 428201171
2026/08/10 14:18:23.246, 0, 32, 0, 120, 185.89, Not Active, 0
2026/08/10 14:18:23.247, 1, 32, 0, 120, 190.54, Not Active, 0
2026/08/10 14:18:23.249, 2, 43, 0, 120, 198.14, Not Active, 1172971561
2026/08/10 14:18:23.250, 3, 46, 0, 120, 196.12, Not Active, 1396199084
2026/08/10 14:18:23.251, 4, 32, 0, 120, 189.47, Not Active, 0
2026/08/10 14:18:23.256, 5, 31, 0, 120, 189.35, Not Active, 0
2026/08/10 14:18:23.257, 6, 43, 0, 120, 197.14, Not Active, 644693151
2026/08/10 14:18:23.258, 7, 41, 0, 120, 194.82, Not Active, 428201171
2026/08/10 14:18:28.260, 0, 32, 0, 120, 186.37, Not Active, 0
2026/08/10 14:18:28.262, 1, 32, 0, 120, 190.54, Not Active, 0
2026/08/10 14:18:28.263, 2, 43, 0, 120, 198.14, Not Active, 1172971561
2026/08/10 14:18:28.264, 3, 46, 0, 120, 196.12, Not Active, 1396199084
2026/08/10 14:18:28.266, 4, 32, 0, 120, 189.47, Not Active, 0
2026/08/10 14:18:28.267, 5, 31, 0, 120, 189.35, Not Active, 0
2026/08/10 14:18:28.268, 6, 43, 0, 120, 197.15, Not Active, 644693151
2026/08/10 14:18:28.270, 7, 41, 0, 120, 193.99, Not Active, 428201171
2026/08/10 14:18:33.272, 0, 32, 0, 120, 186.55, Not Active, 0
2026/08/10 14:18:33.273, 1, 32, 0, 120, 190.77, Not Active, 0
2026/08/10 14:18:33.275, 2, 43, 0, 120, 198.13, Not Active, 1172971561
2026/08/10 14:18:33.277, 3, 46, 0, 120, 196.12, Not Active, 1396199084
2026/08/10 14:18:33.279, 4, 32, 0, 120, 189.62, Not Active, 0
2026/08/10 14:18:33.280, 5, 31, 0, 120, 189.59, Not Active, 0
2026/08/10 14:18:33.284, 6, 43, 0, 120, 197.14, Not Active, 644693151
2026/08/10 14:18:33.286, 7, 41, 0, 120, 193.83, Not Active, 428201171
2026/08/10 14:18:38.287, 0, 32, 0, 120, 186.28, Not Active, 0
2026/08/10 14:18:38.288, 1, 32, 0, 120, 190.54, Not Active, 0
2026/08/10 14:18:38.289, 2, 43, 0, 120, 198.10, Not Active, 1172971561
2026/08/10 14:18:38.291, 3, 46, 0, 120, 196.12, Not Active, 1396199084
2026/08/10 14:18:38.292, 4, 32, 0, 120, 189.47, Not Active, 0
2026/08/10 14:18:38.295, 5, 31, 0, 120, 189.34, Not Active, 0
2026/08/10 14:18:38.297, 6, 43, 0, 120, 197.12, Not Active, 644693151
2026/08/10 14:18:38.298, 7, 41, 0, 120, 193.95, Not Active, 428201171
2026/08/10 14:18:43.299, 0, 32, 0, 120, 186.56, Not Active, 0
2026/08/10 14:18:43.301, 1, 32, 0, 120, 190.54, Not Active, 0
2026/08/10 14:18:43.302, 2, 43, 0, 120, 197.99, Not Active, 1172971561
2026/08/10 14:18:43.303, 3, 46, 0, 120, 196.12, Not Active, 1396199084
2026/08/10 14:18:43.305, 4, 32, 0, 120, 189.47, Not Active, 0
